,path,tru,gac,sax,cel,flu,gel,vio,cla,pia,org,voi
1864,IRMAS_Training_Data/cel/[cel][cla]0083__3.wav,0,0,0,1,0,0,0,0,0,0,0
1865,IRMAS_Training_Data/cel/[cel][pop_roc]0130__2.wav,0,0,0,1,0,0,0,0,0,0,0
1866,IRMAS_Training_Data/cel/[cel][cla]0005__3.wav,0,0,0,1,0,0,0,0,0,0,0
1867,IRMAS_Training_Data/cel/[cel][pop_roc]0100__1.wav,0,0,0,1,0,0,0,0,0,0,0
1868,IRMAS_Training_Data/cel/[cel][pop_roc]0093__1.wav,0,0,0,1,0,0,0,0,0,0,0
1869,IRMAS_Training_Data/cel/[cel][cla]0117__3.wav,0,0,0,1,0,0,0,0,0,0,0
1870,IRMAS_Training_Data/cel/[cel][cla]0075__2.wav,0,0,0,1,0,0,0,0,0,0,0
1871,IRMAS_Training_Data/cel/[cel][jaz_blu]0013__3.wav,0,0,0,1,0,0,0,0,0,0,0
1872,IRMAS_Training_Data/cel/132__[cel][nod][cla]0048__2.wav,0,0,0,1,0,0,0,0,0,0,0
1873,IRMAS_Training_Data/cel/[cel][pop_roc]0092__1.wav,0,0,0,1,0,0,0,0,0,0,0
1874,IRMAS_Training_Data/cel/[cel][pop_roc]0095__2.wav,0,0,0,1,0,0,0,0,0,0,0
1875,IRMAS_Training_Data/cel/114__[cel][nod][cla]0049__2.wav,0,0,0,1,0,0,0,0,0,0,0
1876,IRMAS_Training_Data/cel/[cel][cla]0115__3.wav,0,0,0,1,0,0,0,0,0,0,0
1877,IRMAS_Training_Data/cel/[cel][cla]0072__3.wav,0,0,0,1,0,0,0,0,0,0,0
1878,IRMAS_Training_Data/cel/[cel][pop_roc]0132__3.wav,0,0,0,1,0,0,0,0,0,0,0
1879,IRMAS_Training_Data/cel/[cel][cla]0114__3.wav,0,0,0,1,0,0,0,0,0,0,0
1880,IRMAS_Training_Data/cel/075__[cel][nod][cla]0021__3.wav,0,0,0,1,0,0,0,0,0,0,0
1881,IRMAS_Training_Data/cel/[cel][jaz_blu]0013__2.wav,0,0,0,1,0,0,0,0,0,0,0
1882,IRMAS_Training_Data/cel/[cel][cla]0019__2.wav,0,0,0,1,0,0,0,0,0,0,0
1883,IRMAS_Training_Data/cel/[cel][pop_roc]0096__1.wav,0,0,0,1,0,0,0,0,0,0,0
1884,IRMAS_Training_Data/cel/032__[cel][nod][cla]0033__3.wav,0,0,0,1,0,0,0,0,0,0,0
1885,IRMAS_Training_Data/cel/[cel][pop_roc]0127__2.wav,0,0,0,1,0,0,0,0,0,0,0
1886,IRMAS_Training_Data/cel/[cel][pop_roc]0018__3.wav,0,0,0,1,0,0,0,0,0,0,0
1887,IRMAS_Training_Data/cel/117__[cel][nod][cla]0050__3.wav,0,0,0,1,0,0,0,0,0,0,0
1888,IRMAS_Training_Data/cel/127__[cel][nod][cla]0047__3.wav,0,0,0,1,0,0,0,0,0,0,0
1889,IRMAS_Training_Data/cel/[cel][pop_roc]0136__3.wav,0,0,0,1,0,0,0,0,0,0,0
1890,IRMAS_Training_Data/cel/[cel][pop_roc]0103__1.wav,0,0,0,1,0,0,0,0,0,0,0
1891,IRMAS_Training_Data/cel/[cel][pop_roc]0102__3.wav,0,0,0,1,0,0,0,0,0,0,0
1892,IRMAS_Training_Data/cel/071__[cel][nod][cla]0053__2.wav,0,0,0,1,0,0,0,0,0,0,0
1893,IRMAS_Training_Data/cel/041__[cel][nod][cla]0023__1.wav,0,0,0,1,0,0,0,0,0,0,0
1894,IRMAS_Training_Data/cel/[cel][pop_roc]0126__1.wav,0,0,0,1,0,0,0,0,0,0,0
1895,IRMAS_Training_Data/cel/[cel][cla]0148__1.wav,0,0,0,1,0,0,0,0,0,0,0
1896,IRMAS_Training_Data/cel/[cel][cla]0004__3.wav,0,0,0,1,0,0,0,0,0,0,0
1897,IRMAS_Training_Data/cel/[cel][cla]0007__2.wav,0,0,0,1,0,0,0,0,0,0,0
1898,IRMAS_Training_Data/cel/[cel][jaz_blu]0067__1.wav,0,0,0,1,0,0,0,0,0,0,0
1899,IRMAS_Training_Data/cel/[cel][pop_roc]0093__2.wav,0,0,0,1,0,0,0,0,0,0,0
1900,IRMAS_Training_Data/cel/008__[cel][nod][cla]0058__2.wav,0,0,0,1,0,0,0,0,0,0,0
1901,IRMAS_Training_Data/cel/127__[cel][nod][cla]0047__2.wav,0,0,0,1,0,0,0,0,0,0,0
1902,IRMAS_Training_Data/cel/[cel][pop_roc]0102__2.wav,0,0,0,1,0,0,0,0,0,0,0
1903,IRMAS_Training_Data/cel/[cel][cla]0122__2.wav,0,0,0,1,0,0,0,0,0,0,0
1904,IRMAS_Training_Data/cel/046__[cel][nod][cla]0034__1.wav,0,0,0,1,0,0,0,0,0,0,0
1905,IRMAS_Training_Data/cel/012__[cel][nod][cla]0043__2.wav,0,0,0,1,0,0,0,0,0,0,0
1906,IRMAS_Training_Data/cel/[cel][cla]0083__2.wav,0,0,0,1,0,0,0,0,0,0,0
1907,IRMAS_Training_Data/cel/[cel][cla]0015__2.wav,0,0,0,1,0,0,0,0,0,0,0
1908,IRMAS_Training_Data/cel/[cel][pop_roc]0098__3.wav,0,0,0,1,0,0,0,0,0,0,0
1909,IRMAS_Training_Data/cel/[cel][cla]0008__2.wav,0,0,0,1,0,0,0,0,0,0,0
1910,IRMAS_Training_Data/cel/[cel][cla]0076__2.wav,0,0,0,1,0,0,0,0,0,0,0
1911,IRMAS_Training_Data/cel/[cel][pop_roc]0063__1.wav,0,0,0,1,0,0,0,0,0,0,0
1912,IRMAS_Training_Data/cel/[cel][pop_roc]0118__2.wav,0,0,0,1,0,0,0,0,0,0,0
1913,IRMAS_Training_Data/cel/[cel][cla]0073__1.wav,0,0,0,1,0,0,0,0,0,0,0
1914,IRMAS_Training_Data/cel/[cel][cla]0002__1.wav,0,0,0,1,0,0,0,0,0,0,0
1915,IRMAS_Training_Data/cel/101__[cel][nod][cla]0054__1.wav,0,0,0,1,0,0,0,0,0,0,0
1916,IRMAS_Training_Data/cel/[cel][cla]0068__3.wav,0,0,0,1,0,0,0,0,0,0,0
1917,IRMAS_Training_Data/cel/[cel][pop_roc]0097__1.wav,0,0,0,1,0,0,0,0,0,0,0
1918,IRMAS_Training_Data/cel/[cel][cla]0113__1.wav,0,0,0,1,0,0,0,0,0,0,0
1919,IRMAS_Training_Data/cel/060__[cel][nod][cla]0045__1.wav,0,0,0,1,0,0,0,0,0,0,0
1920,IRMAS_Training_Data/cel/014__[cel][nod][cla]0041__2.wav,0,0,0,1,0,0,0,0,0,0,0
1921,IRMAS_Training_Data/cel/[cel][cla]0001__1.wav,0,0,0,1,0,0,0,0,0,0,0
1922,IRMAS_Training_Data/cel/[cel][cla]0123__2.wav,0,0,0,1,0,0,0,0,0,0,0
1923,IRMAS_Training_Data/cel/[cel][pop_roc]0016__1.wav,0,0,0,1,0,0,0,0,0,0,0
1924,IRMAS_Training_Data/cel/[cel][pop_roc]0062__3.wav,0,0,0,1,0,0,0,0,0,0,0
1925,IRMAS_Training_Data/cel/[cel][cla]0114__2.wav,0,0,0,1,0,0,0,0,0,0,0
1926,IRMAS_Training_Data/cel/[cel][cla]0082__2.wav,0,0,0,1,0,0,0,0,0,0,0
1927,IRMAS_Training_Data/cel/[cel][cla]0001__3.wav,0,0,0,1,0,0,0,0,0,0,0
1928,IRMAS_Training_Data/cel/[cel][cla]0081__2.wav,0,0,0,1,0,0,0,0,0,0,0
1929,IRMAS_Training_Data/cel/[cel][jaz_blu]0085__2.wav,0,0,0,1,0,0,0,0,0,0,0
1930,IRMAS_Training_Data/cel/[cel][cla]0080__3.wav,0,0,0,1,0,0,0,0,0,0,0
1931,IRMAS_Training_Data/cel/[cel][cla]0076__3.wav,0,0,0,1,0,0,0,0,0,0,0
1932,IRMAS_Training_Data/cel/[cel][cla]0108__3.wav,0,0,0,1,0,0,0,0,0,0,0
1933,IRMAS_Training_Data/cel/[cel][cla]0082__3.wav,0,0,0,1,0,0,0,0,0,0,0
1934,IRMAS_Training_Data/cel/[cel][pop_roc]0137__1.wav,0,0,0,1,0,0,0,0,0,0,0
1935,IRMAS_Training_Data/cel/[cel][cla]0077__3.wav,0,0,0,1,0,0,0,0,0,0,0
1936,IRMAS_Training_Data/cel/[cel][cla]0105__1.wav,0,0,0,1,0,0,0,0,0,0,0
1937,IRMAS_Training_Data/cel/090__[cel][nod][cla]0024__1.wav,0,0,0,1,0,0,0,0,0,0,0
1938,IRMAS_Training_Data/cel/082__[cel][nod][cla]0035__2.wav,0,0,0,1,0,0,0,0,0,0,0
1939,IRMAS_Training_Data/cel/[cel][jaz_blu]0085__1.wav,0,0,0,1,0,0,0,0,0,0,0
1940,IRMAS_Training_Data/cel/[cel][cla]0019__1.wav,0,0,0,1,0,0,0,0,0,0,0
1941,IRMAS_Training_Data/cel/[cel][jaz_blu]0066__1.wav,0,0,0,1,0,0,0,0,0,0,0
1942,IRMAS_Training_Data/cel/041__[cel][nod][cla]0023__3.wav,0,0,0,1,0,0,0,0,0,0,0
1943,IRMAS_Training_Data/cel/101__[cel][nod][cla]0054__2.wav,0,0,0,1,0,0,0,0,0,0,0
1944,IRMAS_Training_Data/cel/[cel][cla]0019__3.wav,0,0,0,1,0,0,0,0,0,0,0
1945,IRMAS_Training_Data/cel/008__[cel][nod][cla]0058__3.wav,0,0,0,1,0,0,0,0,0,0,0
1946,IRMAS_Training_Data/cel/[cel][pop_roc]0118__3.wav,0,0,0,1,0,0,0,0,0,0,0
1947,IRMAS_Training_Data/cel/[cel][cla]0124__3.wav,0,0,0,1,0,0,0,0,0,0,0
1948,IRMAS_Training_Data/cel/[cel][pop_roc]0103__2.wav,0,0,0,1,0,0,0,0,0,0,0
1949,IRMAS_Training_Data/cel/060__[cel][nod][cla]0045__2.wav,0,0,0,1,0,0,0,0,0,0,0
1950,IRMAS_Training_Data/cel/[cel][cla]0107__1.wav,0,0,0,1,0,0,0,0,0,0,0
1951,IRMAS_Training_Data/cel/[cel][cla]0015__3.wav,0,0,0,1,0,0,0,0,0,0,0
1952,IRMAS_Training_Data/cel/[cel][cla]0075__3.wav,0,0,0,1,0,0,0,0,0,0,0
1953,IRMAS_Training_Data/cel/[cel][pop_roc]0134__3.wav,0,0,0,1,0,0,0,0,0,0,0
1954,IRMAS_Training_Data/cel/[cel][pop_roc]0062__1.wav,0,0,0,1,0,0,0,0,0,0,0
1955,IRMAS_Training_Data/cel/042__[cel][nod][cla]0042__3.wav,0,0,0,1,0,0,0,0,0,0,0
1956,IRMAS_Training_Data/cel/[cel][pop_roc]0099__2.wav,0,0,0,1,0,0,0,0,0,0,0
1957,IRMAS_Training_Data/cel/[cel][pop_roc]0111__2.wav,0,0,0,1,0,0,0,0,0,0,0
1958,IRMAS_Training_Data/cel/[cel][pop_roc]0101__1.wav,0,0,0,1,0,0,0,0,0,0,0
1959,IRMAS_Training_Data/cel/[cel][pop_roc]0144__3.wav,0,0,0,1,0,0,0,0,0,0,0
1960,IRMAS_Training_Data/cel/[cel][cla]0124__2.wav,0,0,0,1,0,0,0,0,0,0,0
1961,IRMAS_Training_Data/cel/027__[cel][nod][cla]0027__2.wav,0,0,0,1,0,0,0,0,0,0,0
1962,IRMAS_Training_Data/cel/065__[cel][nod][cla]0059__1.wav,0,0,0,1,0,0,0,0,0,0,0
1963,IRMAS_Training_Data/cel/031__[cel][nod][cla]0020__3.wav,0,0,0,1,0,0,0,0,0,0,0
1964,IRMAS_Training_Data/cel/[cel][jaz_blu]0011__1.wav,0,0,0,1,0,0,0,0,0,0,0
1965,IRMAS_Training_Data/cel/[cel][cla]0080__1.wav,0,0,0,1,0,0,0,0,0,0,0
1966,IRMAS_Training_Data/cel/[cel][cla]0116__2.wav,0,0,0,1,0,0,0,0,0,0,0
1967,IRMAS_Training_Data/cel/[cel][cla]0074__2.wav,0,0,0,1,0,0,0,0,0,0,0
1968,IRMAS_Training_Data/cel/115__[cel][nod][cla]0055__3.wav,0,0,0,1,0,0,0,0,0,0,0
1969,IRMAS_Training_Data/cel/[cel][pop_roc]0014__1.wav,0,0,0,1,0,0,0,0,0,0,0
1970,IRMAS_Training_Data/cel/[cel][pop_roc]0063__2.wav,0,0,0,1,0,0,0,0,0,0,0
1971,IRMAS_Training_Data/cel/[cel][pop_roc]0006__3.wav,0,0,0,1,0,0,0,0,0,0,0
1972,IRMAS_Training_Data/cel/[cel][pop_roc]0016__3.wav,0,0,0,1,0,0,0,0,0,0,0
1973,IRMAS_Training_Data/cel/[cel][cla]0125__1.wav,0,0,0,1,0,0,0,0,0,0,0
1974,IRMAS_Training_Data/cel/[cel][pop_roc]0144__2.wav,0,0,0,1,0,0,0,0,0,0,0
1975,IRMAS_Training_Data/cel/120__[cel][nod][cla]0030__3.wav,0,0,0,1,0,0,0,0,0,0,0
1976,IRMAS_Training_Data/cel/033__[cel][nod][cla]0031__2.wav,0,0,0,1,0,0,0,0,0,0,0
1977,IRMAS_Training_Data/cel/[cel][pop_roc]0094__2.wav,0,0,0,1,0,0,0,0,0,0,0
1978,IRMAS_Training_Data/cel/[cel][pop_roc]0090__1.wav,0,0,0,1,0,0,0,0,0,0,0
1979,IRMAS_Training_Data/cel/[cel][pop_roc]0060__1.wav,0,0,0,1,0,0,0,0,0,0,0
1980,IRMAS_Training_Data/cel/[cel][cla]0105__3.wav,0,0,0,1,0,0,0,0,0,0,0
1981,IRMAS_Training_Data/cel/027__[cel][nod][cla]0027__3.wav,0,0,0,1,0,0,0,0,0,0,0
1982,IRMAS_Training_Data/cel/082__[cel][nod][cla]0035__1.wav,0,0,0,1,0,0,0,0,0,0,0
1983,IRMAS_Training_Data/cel/083__[cel][nod][cla]0056__1.wav,0,0,0,1,0,0,0,0,0,0,0
1984,IRMAS_Training_Data/cel/065__[cel][nod][cla]0059__3.wav,0,0,0,1,0,0,0,0,0,0,0
1985,IRMAS_Training_Data/cel/[cel][pop_roc]0065__1.wav,0,0,0,1,0,0,0,0,0,0,0
1986,IRMAS_Training_Data/cel/[cel][pop_roc]0062__2.wav,0,0,0,1,0,0,0,0,0,0,0
1987,IRMAS_Training_Data/cel/[cel][pop_roc]0142__1.wav,0,0,0,1,0,0,0,0,0,0,0
1988,IRMAS_Training_Data/cel/[cel][cla]0108__2.wav,0,0,0,1,0,0,0,0,0,0,0
1989,IRMAS_Training_Data/cel/[cel][jaz_blu]0011__2.wav,0,0,0,1,0,0,0,0,0,0,0
1990,IRMAS_Training_Data/cel/[cel][pop_roc]0010__3.wav,0,0,0,1,0,0,0,0,0,0,0
1991,IRMAS_Training_Data/cel/[cel][cla]0070__1.wav,0,0,0,1,0,0,0,0,0,0,0
1992,IRMAS_Training_Data/cel/[cel][pop_roc]0101__3.wav,0,0,0,1,0,0,0,0,0,0,0
1993,IRMAS_Training_Data/cel/056__[cel][nod][cla]0038__2.wav,0,0,0,1,0,0,0,0,0,0,0
1994,IRMAS_Training_Data/cel/[cel][cla]0002__2.wav,0,0,0,1,0,0,0,0,0,0,0
1995,IRMAS_Training_Data/cel/041__[cel][nod][cla]0023__2.wav,0,0,0,1,0,0,0,0,0,0,0
1996,IRMAS_Training_Data/cel/[cel][cla]0017__2.wav,0,0,0,1,0,0,0,0,0,0,0
1997,IRMAS_Training_Data/cel/[cel][cla]0075__1.wav,0,0,0,1,0,0,0,0,0,0,0
1998,IRMAS_Training_Data/cel/[cel][pop_roc]0140__2.wav,0,0,0,1,0,0,0,0,0,0,0
1999,IRMAS_Training_Data/cel/[cel][pop_roc]0098__2.wav,0,0,0,1,0,0,0,0,0,0,0
2000,IRMAS_Training_Data/cel/042__[cel][nod][cla]0042__1.wav,0,0,0,1,0,0,0,0,0,0,0
2001,IRMAS_Training_Data/cel/[cel][pop_roc]0092__3.wav,0,0,0,1,0,0,0,0,0,0,0
2002,IRMAS_Training_Data/cel/061__[cel][nod][cla]0032__2.wav,0,0,0,1,0,0,0,0,0,0,0
2003,IRMAS_Training_Data/cel/[cel][cla]0071__2.wav,0,0,0,1,0,0,0,0,0,0,0
2004,IRMAS_Training_Data/cel/033__[cel][nod][cla]0031__3.wav,0,0,0,1,0,0,0,0,0,0,0
2005,IRMAS_Training_Data/cel/[cel][cla]0002__3.wav,0,0,0,1,0,0,0,0,0,0,0
2006,IRMAS_Training_Data/cel/[cel][cla]0068__2.wav,0,0,0,1,0,0,0,0,0,0,0
2007,IRMAS_Training_Data/cel/117__[cel][nod][cla]0050__2.wav,0,0,0,1,0,0,0,0,0,0,0
2008,IRMAS_Training_Data/cel/[cel][cla]0122__1.wav,0,0,0,1,0,0,0,0,0,0,0
2009,IRMAS_Training_Data/cel/115__[cel][nod][cla]0055__2.wav,0,0,0,1,0,0,0,0,0,0,0
2010,IRMAS_Training_Data/cel/119__[cel][nod][cla]0057__1.wav,0,0,0,1,0,0,0,0,0,0,0
2011,IRMAS_Training_Data/cel/048__[cel][nod][cla]0022__1.wav,0,0,0,1,0,0,0,0,0,0,0
2012,IRMAS_Training_Data/cel/061__[cel][nod][cla]0032__1.wav,0,0,0,1,0,0,0,0,0,0,0
2013,IRMAS_Training_Data/cel/071__[cel][nod][cla]0053__1.wav,0,0,0,1,0,0,0,0,0,0,0
2014,IRMAS_Training_Data/cel/083__[cel][nod][cla]0056__3.wav,0,0,0,1,0,0,0,0,0,0,0
2015,IRMAS_Training_Data/cel/[cel][cla]0121__3.wav,0,0,0,1,0,0,0,0,0,0,0
2016,IRMAS_Training_Data/cel/089__[cel][nod][cla]0026__1.wav,0,0,0,1,0,0,0,0,0,0,0
2017,IRMAS_Training_Data/cel/[cel][pop_roc]0126__2.wav,0,0,0,1,0,0,0,0,0,0,0
2018,IRMAS_Training_Data/cel/078__[cel][nod][cla]0052__1.wav,0,0,0,1,0,0,0,0,0,0,0
2019,IRMAS_Training_Data/cel/[cel][jaz_blu]0012__3.wav,0,0,0,1,0,0,0,0,0,0,0
2020,IRMAS_Training_Data/cel/[cel][jaz_blu]0085__3.wav,0,0,0,1,0,0,0,0,0,0,0
2021,IRMAS_Training_Data/cel/[cel][jaz_blu]0011__3.wav,0,0,0,1,0,0,0,0,0,0,0
2022,IRMAS_Training_Data/cel/[cel][cla]0008__3.wav,0,0,0,1,0,0,0,0,0,0,0
2023,IRMAS_Training_Data/cel/[cel][cla]0109__2.wav,0,0,0,1,0,0,0,0,0,0,0
2024,IRMAS_Training_Data/cel/060__[cel][nod][cla]0045__3.wav,0,0,0,1,0,0,0,0,0,0,0
2025,IRMAS_Training_Data/cel/[cel][cla]0117__2.wav,0,0,0,1,0,0,0,0,0,0,0
2026,IRMAS_Training_Data/cel/[cel][cla]0074__3.wav,0,0,0,1,0,0,0,0,0,0,0
2027,IRMAS_Training_Data/cel/125__[cel][nod][cla]0046__3.wav,0,0,0,1,0,0,0,0,0,0,0
2028,IRMAS_Training_Data/cel/130__[cel][nod][cla]0040__1.wav,0,0,0,1,0,0,0,0,0,0,0
2029,IRMAS_Training_Data/cel/[cel][pop_roc]0016__2.wav,0,0,0,1,0,0,0,0,0,0,0
2030,IRMAS_Training_Data/cel/[cel][pop_roc]0014__2.wav,0,0,0,1,0,0,0,0,0,0,0
2031,IRMAS_Training_Data/cel/[cel][pop_roc]0127__3.wav,0,0,0,1,0,0,0,0,0,0,0
2032,IRMAS_Training_Data/cel/130__[cel][nod][cla]0040__2.wav,0,0,0,1,0,0,0,0,0,0,0
2033,IRMAS_Training_Data/cel/008__[cel][nod][cla]0058__1.wav,0,0,0,1,0,0,0,0,0,0,0
2034,IRMAS_Training_Data/cel/[cel][cla]0119__3.wav,0,0,0,1,0,0,0,0,0,0,0
2035,IRMAS_Training_Data/cel/046__[cel][nod][cla]0034__2.wav,0,0,0,1,0,0,0,0,0,0,0
2036,IRMAS_Training_Data/cel/119__[cel][nod][cla]0057__2.wav,0,0,0,1,0,0,0,0,0,0,0
2037,IRMAS_Training_Data/cel/[cel][cla]0114__1.wav,0,0,0,1,0,0,0,0,0,0,0
2038,IRMAS_Training_Data/cel/[cel][jaz_blu]0009__2.wav,0,0,0,1,0,0,0,0,0,0,0
2039,IRMAS_Training_Data/cel/088__[cel][nod][cla]0044__1.wav,0,0,0,1,0,0,0,0,0,0,0
2040,IRMAS_Training_Data/cel/[cel][pop_roc]0064__1.wav,0,0,0,1,0,0,0,0,0,0,0
2041,IRMAS_Training_Data/cel/[cel][cla]0008__1.wav,0,0,0,1,0,0,0,0,0,0,0
2042,IRMAS_Training_Data/cel/125__[cel][nod][cla]0046__2.wav,0,0,0,1,0,0,0,0,0,0,0
2043,IRMAS_Training_Data/cel/031__[cel][nod][cla]0020__2.wav,0,0,0,1,0,0,0,0,0,0,0
2044,IRMAS_Training_Data/cel/[cel][pop_roc]0133__1.wav,0,0,0,1,0,0,0,0,0,0,0
2045,IRMAS_Training_Data/cel/[cel][cla]0081__3.wav,0,0,0,1,0,0,0,0,0,0,0
2046,IRMAS_Training_Data/cel/065__[cel][nod][cla]0059__2.wav,0,0,0,1,0,0,0,0,0,0,0
2047,IRMAS_Training_Data/cel/[cel][pop_roc]0065__2.wav,0,0,0,1,0,0,0,0,0,0,0
2048,IRMAS_Training_Data/cel/088__[cel][nod][cla]0044__3.wav,0,0,0,1,0,0,0,0,0,0,0
2049,IRMAS_Training_Data/cel/090__[cel][nod][cla]0024__2.wav,0,0,0,1,0,0,0,0,0,0,0
2050,IRMAS_Training_Data/cel/[cel][cla]0007__1.wav,0,0,0,1,0,0,0,0,0,0,0
2051,IRMAS_Training_Data/cel/074__[cel][nod][cla]0037__3.wav,0,0,0,1,0,0,0,0,0,0,0
2052,IRMAS_Training_Data/cel/014__[cel][nod][cla]0041__1.wav,0,0,0,1,0,0,0,0,0,0,0
2053,IRMAS_Training_Data/cel/[cel][pop_roc]0099__1.wav,0,0,0,1,0,0,0,0,0,0,0
2054,IRMAS_Training_Data/cel/[cel][pop_roc]0133__3.wav,0,0,0,1,0,0,0,0,0,0,0
2055,IRMAS_Training_Data/cel/[cel][cla]0116__1.wav,0,0,0,1,0,0,0,0,0,0,0
2056,IRMAS_Training_Data/cel/[cel][jaz_blu]0012__1.wav,0,0,0,1,0,0,0,0,0,0,0
2057,IRMAS_Training_Data/cel/[cel][pop_roc]0088__1.wav,0,0,0,1,0,0,0,0,0,0,0
2058,IRMAS_Training_Data/cel/[cel][cla]0079__3.wav,0,0,0,1,0,0,0,0,0,0,0
2059,IRMAS_Training_Data/cel/075__[cel][nod][cla]0021__2.wav,0,0,0,1,0,0,0,0,0,0,0
2060,IRMAS_Training_Data/cel/[cel][cla]0007__3.wav,0,0,0,1,0,0,0,0,0,0,0
2061,IRMAS_Training_Data/cel/[cel][pop_roc]0127__1.wav,0,0,0,1,0,0,0,0,0,0,0
2062,IRMAS_Training_Data/cel/[cel][cla]0107__2.wav,0,0,0,1,0,0,0,0,0,0,0
2063,IRMAS_Training_Data/cel/[cel][pop_roc]0097__2.wav,0,0,0,1,0,0,0,0,0,0,0
2064,IRMAS_Training_Data/cel/[cel][pop_roc]0144__1.wav,0,0,0,1,0,0,0,0,0,0,0
2065,IRMAS_Training_Data/cel/089__[cel][nod][cla]0026__3.wav,0,0,0,1,0,0,0,0,0,0,0
2066,IRMAS_Training_Data/cel/106__[cel][nod][cla]0028__3.wav,0,0,0,1,0,0,0,0,0,0,0
2067,IRMAS_Training_Data/cel/033__[cel][nod][cla]0031__1.wav,0,0,0,1,0,0,0,0,0,0,0
2068,IRMAS_Training_Data/cel/[cel][cla]0109__1.wav,0,0,0,1,0,0,0,0,0,0,0
2069,IRMAS_Training_Data/cel/[cel][pop_roc]0065__3.wav,0,0,0,1,0,0,0,0,0,0,0
2070,IRMAS_Training_Data/cel/[cel][jaz_blu]0013__1.wav,0,0,0,1,0,0,0,0,0,0,0
2071,IRMAS_Training_Data/cel/125__[cel][nod][cla]0046__1.wav,0,0,0,1,0,0,0,0,0,0,0
2072,IRMAS_Training_Data/cel/[cel][cla]0080__2.wav,0,0,0,1,0,0,0,0,0,0,0
2073,IRMAS_Training_Data/cel/[cel][pop_roc]0094__3.wav,0,0,0,1,0,0,0,0,0,0,0
2074,IRMAS_Training_Data/cel/[cel][pop_roc]0091__2.wav,0,0,0,1,0,0,0,0,0,0,0
2075,IRMAS_Training_Data/cel/[cel][cla]0003__1.wav,0,0,0,1,0,0,0,0,0,0,0
2076,IRMAS_Training_Data/cel/071__[cel][nod][cla]0053__3.wav,0,0,0,1,0,0,0,0,0,0,0
2077,IRMAS_Training_Data/cel/[cel][cla]0125__2.wav,0,0,0,1,0,0,0,0,0,0,0
2078,IRMAS_Training_Data/cel/[cel][cla]0072__2.wav,0,0,0,1,0,0,0,0,0,0,0
2079,IRMAS_Training_Data/cel/078__[cel][nod][cla]0052__3.wav,0,0,0,1,0,0,0,0,0,0,0
2080,IRMAS_Training_Data/cel/[cel][pop_roc]0140__1.wav,0,0,0,1,0,0,0,0,0,0,0
2081,IRMAS_Training_Data/cel/[cel][pop_roc]0143__2.wav,0,0,0,1,0,0,0,0,0,0,0
2082,IRMAS_Training_Data/cel/[cel][cla]0005__1.wav,0,0,0,1,0,0,0,0,0,0,0
2083,IRMAS_Training_Data/cel/[cel][cla]0076__1.wav,0,0,0,1,0,0,0,0,0,0,0
2084,IRMAS_Training_Data/cel/[cel][jaz_blu]0012__2.wav,0,0,0,1,0,0,0,0,0,0,0
2085,IRMAS_Training_Data/cel/[cel][pop_roc]0130__3.wav,0,0,0,1,0,0,0,0,0,0,0
2086,IRMAS_Training_Data/cel/027__[cel][nod][cla]0027__1.wav,0,0,0,1,0,0,0,0,0,0,0
2087,IRMAS_Training_Data/cel/[cel][pop_roc]0143__3.wav,0,0,0,1,0,0,0,0,0,0,0
2088,IRMAS_Training_Data/cel/[cel][cla]0070__3.wav,0,0,0,1,0,0,0,0,0,0,0
2089,IRMAS_Training_Data/cel/[cel][cla]0107__3.wav,0,0,0,1,0,0,0,0,0,0,0
2090,IRMAS_Training_Data/cel/[cel][cla]0069__1.wav,0,0,0,1,0,0,0,0,0,0,0
2091,IRMAS_Training_Data/cel/[cel][cla]0122__3.wav,0,0,0,1,0,0,0,0,0,0,0
2092,IRMAS_Training_Data/cel/013__[cel][nod][cla]0025__2.wav,0,0,0,1,0,0,0,0,0,0,0
2093,IRMAS_Training_Data/cel/[cel][pop_roc]0134__2.wav,0,0,0,1,0,0,0,0,0,0,0
2094,IRMAS_Training_Data/cel/[cel][cla]0121__1.wav,0,0,0,1,0,0,0,0,0,0,0
2095,IRMAS_Training_Data/cel/043__[cel][nod][cla]0029__1.wav,0,0,0,1,0,0,0,0,0,0,0
2096,IRMAS_Training_Data/cel/[cel][cla]0125__3.wav,0,0,0,1,0,0,0,0,0,0,0
2097,IRMAS_Training_Data/cel/012__[cel][nod][cla]0043__3.wav,0,0,0,1,0,0,0,0,0,0,0
2098,IRMAS_Training_Data/cel/056__[cel][nod][cla]0038__1.wav,0,0,0,1,0,0,0,0,0,0,0
2099,IRMAS_Training_Data/cel/[cel][cla]0070__2.wav,0,0,0,1,0,0,0,0,0,0,0
2100,IRMAS_Training_Data/cel/[cel][pop_roc]0138__1.wav,0,0,0,1,0,0,0,0,0,0,0
2101,IRMAS_Training_Data/cel/089__[cel][nod][cla]0026__2.wav,0,0,0,1,0,0,0,0,0,0,0
2102,IRMAS_Training_Data/cel/[cel][pop_roc]0090__2.wav,0,0,0,1,0,0,0,0,0,0,0
2103,IRMAS_Training_Data/cel/074__[cel][nod][cla]0037__1.wav,0,0,0,1,0,0,0,0,0,0,0
2104,IRMAS_Training_Data/cel/[cel][cla]0003__3.wav,0,0,0,1,0,0,0,0,0,0,0
2105,IRMAS_Training_Data/cel/[cel][pop_roc]0091__1.wav,0,0,0,1,0,0,0,0,0,0,0
